91960,122,48014
93902,78,46119
95748,53,44296
97533,34,42527
99255,23,40819
100921,9,39171
102452,3,37640
103953,3,36142
105406,3,34693
106850,2,33249
108235,2,31866
109567,2,30534
110842,2,29254
111981,0,28120
113109,0,26996
114151,0,25950
115192,0,24903
116183,0,23915
117161,0,22936
118050,0,22045
118941,0,21154
119772,0,20328
120591,0,19499
121390,0,18702
122176,0,17911
122862,0,17215
123587,0,16483
124225,0,15842
124796,0,15267
125388,0,14678
125934,0,14128
126514,0,13544
127083,0,12978
127608,0,12449
128095,0,11963
128588,0,11468
129046,0,11008
129513,0,10538
129993,0,10061
130398,0,9660
130786,0,9271
131144,0,8914
131478,0,8582
131832,0,8235
132139,0,7928
132490,0,7584
132823,0,7249
133089,0,6980
133382,0,6696
133641,0,6439
133887,0,6189
134142,0,5928
134390,0,5681
134614,0,5457
134837,0,5227
135039,0,5025
135243,0,4815
135436,0,4618
135614,0,4444
135782,0,4268
135946,0,4110
136141,0,3913
136276,0,3770
136425,0,3621
136542,0,3494
136663,0,3371
136797,0,3235
136952,0,3085
137065,0,2968
137186,0,2848
137307,0,2735
137411,0,2635
137524,0,2522
137634,0,2411
137748,0,2305
137866,0,2183
137942,0,2100
138021,0,2025
138092,0,1948
138178,0,1862
138253,0,1786
138325,0,1718
138405,0,1633
138488,0,1550
138553,0,1483
138614,0,1425
138682,0,1354
138726,0,1308
138769,0,1258
138820,0,1203
138858,0,1167
138911,0,1113
138946,0,1078
139000,0,1027
139042,0,988
139080,0,950
139120,0,912
139156,0,879
139190,0,845
139223,0,807
139256,0,775
139288,0,749
139322,0,715
139360,0,681
139381,0,653
139412,0,619
139429,0,598
139450,0,579
139484,0,551
139505,0,529
139524,0,502
139546,0,478
139561,0,462
139581,0,447
139600,0,433
139622,0,418
139638,0,395
139648,0,380
139658,0,371
139675,0,356
139690,0,344
139704,0,330
139727,0,314
139742,0,306
139744,0,289
139752,0,279
139758,0,266
139770,0,256
139781,0,247
139791,0,239
139795,0,228
139800,0,221
139800,0,213
139805,0,208
139811,0,204
139820,0,195
139832,0,188
139832,0,184
139841,0,181
139852,0,171
139861,0,163
139865,0,159
139870,0,150
139878,0,144
139889,0,136
139893,0,134
139895,0,127
139897,0,122
139907,0,119
139907,0,114
139913,0,109
139909,0,104
139918,0,99
139915,0,96
139913,0,95
139926,0,91
139930,0,89
139930,0,85
139932,0,82
139936,0,80
139939,0,79
139944,0,75
139947,0,72
139958,0,68
139956,0,64
139953,0,58
139957,0,56
139955,0,56
139963,0,51
139971,0,51
139979,0,48
139981,0,47
139979,0,45
139978,0,45
139987,0,44
139997,0,43
139999,0,43
140003,0,42
140009,0,41
140007,0,40
140007,0,39
140006,0,39
140008,0,38
140014,0,36
140011,0,35
140016,0,32
140014,0,31
140009,0,31
140003,0,30
140007,0,30
140007,0,29
140008,0,27
140012,0,27
140018,0,26
140019,0,24
140024,0,24
140018,0,24
140020,0,24
140021,0,23
140028,0,23
140029,0,22
140026,0,21
140018,0,20
140020,0,19
140019,0,18
140019,0,18
140025,0,18
140023,0,17
140022,0,17
140018,0,16
140018,0,16
140024,0,16
140028,0,15
140028,0,15
140030,0,15
140026,0,15
140027,0,15
140025,0,14
140028,0,13
140028,0,12
140030,0,12
140033,0,11
140031,0,11
140031,0,11
140039,0,11
140029,0,11
140031,0,11
140033,0,11
140032,0,9
140034,0,9
140035,0,9
140032,0,9
140044,0,9
140035,0,9
140050,0,9
140053,0,8
140056,0,8
140064,0,8
140064,0,8
140064,0,8
140066,0,7
140064,0,7
140062,0,7
140064,0,7
140068,0,7
140070,0,6
140076,0,6
140082,0,6
140086,0,6
140092,0,6
140090,0,6
140095,0,4
140089,0,4
140084,0,4
140081,0,4
140082,0,4
140077,0,3
140066,0,3
140062,0,3
140066,0,2
140069,0,1
140065,0,1
140073,0,1
140068,0,1
140063,0,1
140065,0,1
140066,0,1
140066,0,1
140065,0,1
140069,0,1
140068,0,1
140069,0,1
140073,0,1
140076,0,1
140075,0,1
140079,0,1
140072,0,1
140071,0,1
140070,0,1
140072,0,1
140073,0,1
140071,0,1
140067,0,1
140064,0,1
140067,0,1
140066,0,1
140064,0,1
140060,0,1
140051,0,1
140051,0,1
140051,0,1
140046,0,1
140036,0,1
140028,0,1
140021,0,1
140018,0,1
140022,0,1
140030,0,1
140029,0,1
140029,0,1
140034,0,1
140035,0,1
140035,0,1
140031,0,0
140034,0,0
140032,0,0
140030,0,0
140025,0,0
140024,0,0
140030,0,0
140032,0,0
140027,0,0
140025,0,0
140027,0,0
140027,0,0
140022,0,0
140023,0,0
140022,0,0
140024,0,0
140022,0,0
140025,0,0
140027,0,0
140033,0,0
140032,0,0
140032,0,0
140033,0,0
140028,0,0
140023,0,0
140030,0,0
140029,0,0
140030,0,0
140028,0,0
140021,0,0
140022,0,0
140015,0,0
140012,0,0
140020,0,0
140018,0,0
140015,0,0
140024,0,0
140025,0,0
140012,0,0
140016,0,0
140017,0,0
140025,0,0
140029,0,0
140034,0,0
140030,0,0
140026,0,0
140027,0,0
140029,0,0
140035,0,0
140038,0,0
140033,0,0
140026,0,0
140026,0,0
140027,0,0
140026,0,0
140025,0,0
140021,0,0
140016,0,0
140019,0,0
140010,0,0
140008,0,0
140008,0,0
140008,0,0
