state,last_vid,cur_inf,hostK
0,1,0,23
0,1,0,24
0,1,0,22
0,1,0,23
0,1,0,23
0,0,0,0
0,1,0,26
0,1,0,24
0,1,0,25
0,1,0,26
0,1,0,22
0,1,0,25
0,1,0,24
0,1,0,20
0,1,0,24
0,1,0,22
0,1,0,23
0,1,0,25
0,1,0,16
0,1,0,23
0,1,0,22
0,1,0,22
0,1,0,21
0,1,0,17
0,1,0,24
0,1,0,18
0,1,0,23
0,1,0,24
0,1,0,22
0,1,0,26
0,1,0,25
0,1,0,24
0,1,0,24
0,1,0,25
0,1,0,18
0,1,0,24
0,1,0,21
0,1,0,19
0,1,0,24
0,1,0,24
0,1,0,28
0,1,0,24
0,1,0,25
0,1,0,23
0,1,0,21
0,1,0,21
0,1,0,24
0,1,0,25
0,1,0,23
0,1,0,24
0,1,0,25
0,1,0,23
0,1,0,24
0,1,0,24
0,1,0,26
0,1,0,24
0,1,0,21
0,1,0,22
0,0,0,0
0,1,0,22
0,1,0,21
0,1,0,22
0,1,0,21
0,1,0,24
0,1,0,23
0,1,0,23
0,1,0,24
0,1,0,21
0,1,0,25
0,1,0,22
0,1,0,20
0,1,0,25
0,1,0,20
0,1,0,25
0,1,0,24
0,1,0,25
0,1,0,22
0,1,0,26
0,1,0,25
0,1,0,24
0,1,0,26
0,1,0,23
0,1,0,25
0,1,0,23
0,1,0,24
0,1,0,25
0,1,0,26
0,1,0,23
0,1,0,24
0,1,0,25
0,1,0,21
0,1,0,24
0,1,0,24
0,1,0,23
0,1,0,23
0,1,0,23
0,1,0,26
0,1,0,25
0,1,0,25
0,1,0,23
0,1,0,25
0,1,0,23
0,1,0,22
0,1,0,25
0,1,0,23
0,1,0,20
0,1,0,23
0,1,0,24
0,1,0,25
0,1,0,24
0,1,0,25
0,1,0,24
0,1,0,24
0,1,0,23
0,1,0,25
0,0,0,0
0,1,0,24
0,1,0,23
0,1,0,23
0,1,0,24
0,1,0,25
0,1,0,23
0,1,0,25
0,0,0,0
0,1,0,23
0,1,0,20
0,1,0,24
