vid,birth,death,parentid,level,bindingAvidIni,bindingAvid,infection_no,distance_to_parent,distance_to_root, immK
8754,-4,-2,8304,3,0.8,0.8,0,0,0,0
8755,-4,-2,8020,2,0.8,0.8,0,0,0.043482,0
8756,-4,-1,8456,5,0.8,0.8,0,0,0.0432511,0
8757,-4,-1,8246,3,0.8,0.8,0,0.0186451,0.054302,0
8758,-4,-3,7970,4,0.8,0.8,0,0.0241456,0.0241456,0
8759,-4,-2,8009,4,0.8,0.8,0,0,0,0
8760,-4,-11,8526,4,0.8,0.8,0,0,0.0307965,0
8761,-4,-3,8462,5,0.8,0.8,0,0,0.00186007,0
8762,-4,-1,8413,6,0.8,0.8,0,0,0,0
8763,-4,-3,8557,4,0.8,0.8,0,0,0,0
8764,-4,-3,7913,3,0.8,0.8,0,0,0,0
8765,-4,-3,8218,5,0.8,0.8,0,0,0.006299,0
8766,-4,-1,8557,4,0.8,0.8,0,0,0,0
8767,-4,-11,8366,5,0.8,0.8,0,0.00061081,0.00061081,0
8768,-4,-11,8045,5,0.8,0.8,0,0,0,0
8769,-4,-1,8373,6,0.8,0.8,0,0.0945532,0.0945532,0
8770,-4,0,8102,3,0.8,0.8,0,0,0.0292416,0
8771,-4,-1,8452,3,0.8,0.8,0,0,0.00705222,0
8772,-4,-3,8386,6,0.8,0.8,0,0,0.0503153,0
8773,-4,-3,8428,4,0.8,0.8,0,0,0.0189139,0
8774,-4,-1,8009,4,0.8,0.8,0,0,0,0
8775,-4,-2,8335,6,0.8,0.8,0,0,0,0
8776,-4,-3,8265,5,0.8,0.8,0,0,0,0
8777,-4,-3,8540,5,0.8,0.8,0,0,0.00446014,0
8778,-4,-11,7827,4,0.8,0.8,0,0.0306449,0.0313004,0
8779,-4,-11,8463,5,0.8,0.8,0,0,0.0220718,0
8780,-4,-11,7741,2,0.8,0.8,0,0.0174393,0.0174393,0
8781,-4,-3,8359,5,0.8,0.8,0,0,0.00593291,0
8782,-4,-11,7940,3,0.8,0.8,0,0.000127568,0.0183055,0
8783,-4,-2,7888,3,0.8,0.8,0,0.00315457,0.0245705,0
8784,-4,-1,8139,3,0.8,0.8,0,0,0,0
8785,-4,-11,8570,5,0.8,0.8,0,0,0,0
8786,-4,-2,8446,4,0.8,0.8,0,0,0,0
8787,-4,-3,8148,4,0.8,0.8,0,0,0.000462257,0
8788,-4,-3,7643,2,0.8,0.8,0,0,0,0
8789,-4,-3,8475,3,0.8,0.8,0,0,0.0092175,0
8790,-4,-3,8583,4,0.8,0.8,0,0,0,0
8791,-4,-3,8375,5,0.8,0.8,0,0.0125153,0.0166336,0
8792,-4,-2,8153,5,0.8,0.8,0,0,0,0
8793,-4,-11,8517,3,0.8,0.8,0,0,0.0145187,0
8794,-4,-11,8603,3,0.8,0.8,0,0,0.0291705,0
8795,-4,-11,7819,3,0.8,0.8,0,0.0354875,0.0569035,0
8796,-4,-3,8587,6,0.8,0.8,0,0.0618205,0.0618205,0
8797,-4,-2,8602,5,0.8,0.8,0,0,0.0591172,0
8798,-4,-3,8187,4,0.8,0.8,0,0,0.01317,0
8799,-4,-11,7939,4,0.8,0.8,0,0.00681978,0.00681978,0
8800,-4,-3,8135,4,0.8,0.8,0,0,0.00951169,0
8801,-4,0,8325,7,0.8,0.8,0,0,0,0
8802,-4,-3,8117,4,0.8,0.8,0,0,0.0362069,0
8803,-4,-2,8463,5,0.8,0.8,0,0,0.0220718,0
8804,-4,-3,7882,3,0.8,0.8,0,0,0,0
8805,-4,-1,7711,2,0.8,0.8,0,0.00822098,0.00825944,0
8806,-4,-2,8534,5,0.8,0.8,0,0,0.0944334,0
8807,-4,-3,8430,6,0.8,0.8,0,0,0,0
8808,-4,-2,8448,4,0.8,0.8,0,0,0,0
8809,-4,-11,8557,4,0.8,0.8,0,0,0,0
8810,-4,-3,8291,5,0.8,0.8,0,0,0,0
8811,-4,-3,8431,3,0.8,0.8,0,0,0,0
8812,-4,-3,7982,2,0.8,0.8,0,0,0,0
8813,-4,-2,8528,6,0.8,0.8,0,0.00667683,0.00667683,0
8814,-4,-11,8091,4,0.8,0.8,0,0,0.0181779,0
8815,-4,-2,8147,4,0.8,0.8,0,0,0.0643448,0
8816,-4,-3,8098,4,0.8,0.8,0,0,0,0
8817,-4,0,7490,1,0.8,0.8,0,0,0,0
8818,-4,-11,8288,4,0.8,0.8,0,0,0.0190672,0
8819,-4,-2,8590,7,0.8,0.8,0,0,0,0
8820,-4,-11,7789,3,0.8,0.8,0,0,0.0220718,0
8821,-4,-1,8606,4,0.8,0.8,0,0.0587138,0.0817155,0
8822,-4,-11,8296,3,0.8,0.8,0,0.0213269,0.0469807,0
8823,-4,-3,8456,5,0.8,0.8,0,0,0.0432511,0
8824,-4,-3,8610,5,0.8,0.8,0,0,0.00411832,0
8825,-4,-3,8571,5,0.8,0.8,0,0,0,0
8826,-4,-3,7936,3,0.8,0.8,0,0,0.0308484,0
8827,-4,-2,7738,4,0.8,0.8,0,0,0,0
8828,-4,-11,8548,5,0.8,0.8,0,0,0.006299,0
8829,-4,-3,8254,4,0.8,0.8,0,0,0.0135007,0
8830,-4,-3,8169,3,0.8,0.8,0,0,0,0
8831,-4,-2,8211,4,0.8,0.8,0,0,0.0880274,0
8832,-4,-11,8173,3,0.8,0.8,0,0,0.0214159,0
8833,-4,-11,8415,3,0.8,0.8,0,0,0,0
8834,-4,-2,8322,5,0.8,0.8,0,0,0,0
8835,-4,-11,8186,4,0.8,0.8,0,0,0,0
8836,-4,-11,8143,4,0.8,0.8,0,0,0.0591172,0
8837,-4,-3,8433,4,0.8,0.8,0,0,0.0329448,0
8838,-4,0,7643,2,0.8,0.8,0,0.0142059,0.0142059,0
8839,-4,-1,8170,4,0.8,0.8,0,0.031583,0.0515263,0
8840,-4,-3,8242,3,0.8,0.8,0,0,0,0
8841,-4,-11,8144,5,0.8,0.8,0,0.010792,0.010792,0
8842,-4,-11,8341,5,0.8,0.8,0,0,0,0
8843,-4,0,8533,5,0.8,0.8,0,0.00606039,0.00606039,0
8844,-4,-3,8563,5,0.8,0.8,0,0,0.00152095,0
8845,-4,-11,7885,3,0.8,0.8,0,0.0190385,0.0325392,0
8846,-4,-11,8452,3,0.8,0.8,0,0,0.00705222,0
8847,-4,-1,8450,4,0.8,0.8,0,0,0.0189139,0
8848,-4,-11,8365,7,0.8,0.8,0,0,0,0
8849,-4,-3,7936,3,0.8,0.8,0,0,0.0308484,0
8850,-4,-2,8585,3,0.8,0.8,0,0,0.0135007,0
8851,-4,0,8589,6,0.8,0.8,0,0.0137329,0.0163514,0
8852,-4,-2,8446,4,0.8,0.8,0,0,0,0
8853,-4,-2,8214,4,0.8,0.8,0,0,0,0
8854,-4,-1,7809,3,0.8,0.8,0,0,0,0
8855,-4,0,7941,3,0.8,0.8,0,0,0,0
8856,-4,0,8600,5,0.8,0.8,0,0.0026243,0.0026243,0
8857,-4,-2,7778,4,0.8,0.8,0,0,0.0457515,0
8858,-4,-2,7940,3,0.8,0.8,0,0,0.0181779,0
8859,-4,-1,7692,2,0.8,0.8,0,0,0,0
8860,-4,-3,8255,4,0.8,0.8,0,0,0,0
8861,-4,-3,8347,6,0.8,0.8,0,0,0.0272042,0
8862,-4,-3,8333,5,0.8,0.8,0,0,0,0
8863,-4,-2,7692,2,0.8,0.8,0,0.00189926,0.00189926,0
8864,-4,-1,7934,4,0.8,0.8,0,0,0,0
8865,-4,0,8562,5,0.8,0.8,0,0,0,0
8866,-4,-2,8417,6,0.8,0.8,0,0,0.006299,0
8867,-4,-1,8562,5,0.8,0.8,0,0,0,0
8868,-4,-3,8094,4,0.8,0.8,0,0,0,0
8869,-4,-1,8144,5,0.8,0.8,0,0.0343506,0.0343506,0
8870,-4,-11,8005,4,0.8,0.8,0,0.0224575,0.0224575,0
8871,-4,-3,8595,4,0.8,0.8,0,0,0.0266834,0
8872,-4,-3,8475,3,0.8,0.8,0,0,0.0092175,0
8873,-4,-3,8433,4,0.8,0.8,0,0,0.0329448,0
8874,-4,-11,8210,6,0.8,0.8,0,0,0.0161811,0
8875,-4,-3,8494,5,0.8,0.8,0,0,0,0
8876,-4,-3,8587,6,0.8,0.8,0,0,0,0
8877,-4,-11,8506,4,0.8,0.8,0,0.0401633,0.0401633,0
8878,-4,-3,8491,6,0.8,0.8,0,0,0,0
8879,-4,-11,8092,3,0.8,0.8,0,0,0.0995158,0
8880,-4,-1,8254,4,0.8,0.8,0,0,0.0135007,0
8881,-4,-2,8529,5,0.8,0.8,0,0,0.006299,0
8882,-4,-3,8095,4,0.8,0.8,0,0,0.0175294,0
8883,-4,-3,8345,6,0.8,0.8,0,0,0,0
8884,-4,-3,7970,4,0.8,0.8,0,0,0,0
8885,-4,-2,8582,5,0.8,0.8,0,0.00520271,0.00520271,0
8886,-4,-11,7880,3,0.8,0.8,0,0,0,0
8887,-4,-2,7779,2,0.8,0.8,0,0,0.0556759,0
8888,-4,0,8465,4,0.8,0.8,0,0,0.0273229,0
8889,-4,0,8042,4,0.8,0.8,0,0.119361,0.146566,0
8890,-4,0,8128,2,0.8,0.8,0,0,0,0
8891,-4,-1,8514,4,0.8,0.8,0,0,0.0392272,0
8892,-4,0,8147,4,0.8,0.8,0,0,0.0643448,0
8893,-4,-11,8273,4,0.8,0.8,0,0,0.00867905,0
8894,-4,-2,7822,3,0.8,0.8,0,0.0406765,0.0631821,0
8895,-4,-11,8318,4,0.8,0.8,0,0.0103162,0.0359701,0
8896,-4,-11,8177,5,0.8,0.8,0,0,0,0
8897,-4,-3,8052,4,0.8,0.8,0,0,0,0
8898,-4,-2,7827,4,0.8,0.8,0,0,0.000655532,0
8899,-4,-3,8553,3,0.8,0.8,0,0,0.000135555,0
8900,-4,0,7929,3,0.8,0.8,0,0,0.0355032,0
8901,-4,-3,8405,6,0.8,0.8,0,0,0.0277638,0
8902,-4,-2,8128,2,0.8,0.8,0,0,0,0
8903,-4,-1,7794,4,0.8,0.8,0,0,0,0
8904,-4,-2,8091,4,0.8,0.8,0,0,0.0181779,0
8905,-4,-3,8230,5,0.8,0.8,0,0,0,0
8906,-4,-3,8338,7,0.8,0.8,0,0.0099606,0.0099606,0
8907,-4,-11,8117,4,0.8,0.8,0,0,0.0362069,0
8908,-4,-3,8598,6,0.8,0.8,0,0,0.0542268,0
8909,-4,-1,8506,4,0.8,0.8,0,0.00132411,0.00132411,0
8910,-4,0,7852,3,0.8,0.8,0,0,0.0258478,0
8911,-4,-11,8062,5,0.8,0.8,0,0.00340017,0.00340017,0
8912,-4,-2,8148,4,0.8,0.8,0,0,0.000462257,0
8913,-4,-3,7750,4,0.8,0.8,0,0,0,0
8914,-4,-1,8584,4,0.8,0.8,0,0,0,0
8915,-4,0,8515,5,0.8,0.8,0,0,0,0
8916,-4,0,7946,3,0.8,0.8,0,0.0489575,0.0489575,0
8917,-4,-2,7900,4,0.8,0.8,0,0,0,0
8918,-4,-3,8248,4,0.8,0.8,0,0.0763727,0.0763727,0
8919,-4,-11,8592,5,0.8,0.8,0,0,0,0
8920,-4,-1,8034,4,0.8,0.8,0,0,0.0214159,0
8921,-4,-2,8484,4,0.8,0.8,0,0,0.01703,0
8922,-4,-11,8147,4,0.8,0.8,0,0,0.0643448,0
8923,-4,0,7692,2,0.8,0.8,0,0,0,0
8924,-4,-11,7922,4,0.8,0.8,0,0.00425659,0.00577754,0
8925,-4,0,8393,4,0.8,0.8,0,0,0.00413827,0
8926,-4,-3,8530,4,0.8,0.8,0,0.012296,0.012296,0
8927,-4,-3,8495,4,0.8,0.8,0,0,0.000828892,0
8928,-4,-11,8414,5,0.8,0.8,0,0.0150636,0.0150636,0
8929,-4,-3,7742,4,0.8,0.8,0,0.0110038,0.0110038,0
8930,-4,-3,8242,3,0.8,0.8,0,0,0,0
8931,-4,-2,8273,4,0.8,0.8,0,0,0.00867905,0
8932,-4,-1,8496,5,0.8,0.8,0,0,0.0294916,0
8933,-4,0,7896,4,0.8,0.8,0,0,0,0
8934,-4,-2,7989,3,0.8,0.8,0,0,0,0
8935,-4,-3,7904,4,0.8,0.8,0,0,0.00413827,0
8936,-4,-11,7738,4,0.8,0.8,0,0,0,0
8937,-4,-11,8365,7,0.8,0.8,0,0,0,0
8938,-4,-11,8341,5,0.8,0.8,0,0.0315432,0.0315432,0
8939,-4,-11,8592,5,0.8,0.8,0,0.0268828,0.0268828,0
8940,-4,-3,8152,4,0.8,0.8,0,0,0.00125422,0
8941,-4,-1,8368,6,0.8,0.8,0,0.0277847,0.0277847,0
8942,-4,-3,8606,4,0.8,0.8,0,0,0.0230017,0
8943,-4,-2,8594,5,0.8,0.8,0,0.047114,0.0931686,0
8944,-4,-1,8091,4,0.8,0.8,0,0,0.0181779,0
8945,-4,-11,8459,5,0.8,0.8,0,0,0.0477351,0
8946,-4,-2,7988,2,0.8,0.8,0,0,0.0418966,0
8947,-4,-2,8463,5,0.8,0.8,0,0.0668709,0.0889426,0
8948,-4,-2,8117,4,0.8,0.8,0,0.0418113,0.0780182,0
8949,-4,-2,8178,3,0.8,0.8,0,0,0,0
8950,-4,-11,7893,4,0.8,0.8,0,0.0133112,0.0133112,0
8951,-4,-11,8080,4,0.8,0.8,0,0,0,0
8952,-4,-2,8479,4,0.8,0.8,0,0,0,0
8953,-4,-11,8252,6,0.8,0.8,0,0.0347709,0.0347709,0
8954,-4,-2,8420,3,0.8,0.8,0,0.0144812,0.0144812,0
8955,-4,-3,8293,6,0.8,0.8,0,0,0.0364195,0
8956,-4,-3,8279,5,0.8,0.8,0,0,0.104265,0
8957,-4,-3,8108,6,0.8,0.8,0,0,0,0
8958,-4,-2,8570,5,0.8,0.8,0,0,0,0
8959,-4,-2,8386,6,0.8,0.8,0,0,0.0503153,0
8960,-4,-11,7655,3,0.8,0.8,0,0,0,0
8961,-4,-2,8434,5,0.8,0.8,0,0.0296729,0.0354725,0
8962,-4,-3,7587,2,0.8,0.8,0,0,0,0
8963,-4,-2,8352,4,0.8,0.8,0,0,0.0230278,0
8964,-4,-2,7930,4,0.8,0.8,0,0,0,0
8965,-4,-3,8068,5,0.8,0.8,0,0,0.0171471,0
8966,-4,-2,8363,4,0.8,0.8,0,0.0199842,0.0199842,0
8967,-4,-3,8074,5,0.8,0.8,0,0,0,0
8968,-4,-3,8344,5,0.8,0.8,0,0,0.00261846,0
8969,-4,-3,7809,3,0.8,0.8,0,0,0,0
8970,-4,-3,8157,4,0.8,0.8,0,0,0,0
8971,-4,-3,7655,3,0.8,0.8,0,0,0,0
8972,-4,-3,8383,5,0.8,0.8,0,0,0.0880274,0
8973,-4,-1,7572,2,0.8,0.8,0,0.0124776,0.0345493,0
8974,-4,-2,7791,3,0.8,0.8,0,0,0,0
8975,-4,-3,8113,4,0.8,0.8,0,0,0.00579961,0
8976,-4,-2,8182,4,0.8,0.8,0,0,0,0
8977,-4,-11,8193,3,0.8,0.8,0,0,0,0
8978,-4,-11,8588,4,0.8,0.8,0,0,0.00867905,0
8979,-4,-3,8115,4,0.8,0.8,0,0,0,0
8980,-4,-3,8395,4,0.8,0.8,0,0,0.0213689,0
8981,-4,-11,8097,2,0.8,0.8,0,0,0,0
8982,-4,-11,8467,4,0.8,0.8,0,0.00952206,0.020801,0
8983,-4,-3,8326,5,0.8,0.8,0,0,0.0364522,0
8984,-4,-1,8259,2,0.8,0.8,0,0.0214629,0.0214629,0
8985,-4,-3,8170,4,0.8,0.8,0,0.00655842,0.0265017,0
8986,-4,-2,8553,3,0.8,0.8,0,0,0.000135555,0
8987,-4,0,8035,4,0.8,0.8,0,0,0.0219863,0
8988,-4,-11,7692,2,0.8,0.8,0,0,0,0
8989,-4,-11,8584,4,0.8,0.8,0,0,0,0
8990,-4,-2,8454,4,0.8,0.8,0,0,0.0189139,0
8991,-4,-1,8514,4,0.8,0.8,0,0,0.0392272,0
8992,-4,-11,7841,2,0.8,0.8,0,0,0.0181779,0
8993,-4,-3,8602,5,0.8,0.8,0,0.020378,0.0794952,0
8994,-4,-2,8143,4,0.8,0.8,0,0,0.0591172,0
8995,-4,-3,8160,5,0.8,0.8,0,0,0,0
8996,-4,-2,8501,5,0.8,0.8,0,0,0,0
8997,-4,-3,8515,5,0.8,0.8,0,0,0,0
8998,-4,-11,8509,3,0.8,0.8,0,0.0211912,0.0447526,0
8999,-4,0,8170,4,0.8,0.8,0,0,0.0199432,0
9000,-4,-3,8331,5,0.8,0.8,0,0,0.00399278,0
9001,-4,-2,8533,5,0.8,0.8,0,0,0,0
9002,-4,-3,7753,3,0.8,0.8,0,0,0.00338004,0
9003,-4,-3,8308,5,0.8,0.8,0,0,0.0189139,0
9004,-4,-2,8485,3,0.8,0.8,0,0.0622259,0.0622259,0
9005,-4,-3,8608,4,0.8,0.8,0,0,0.0407223,0
9006,-4,-3,8327,5,0.8,0.8,0,0,0,0
9007,-4,-3,7827,4,0.8,0.8,0,0,0.000655532,0
9008,-4,0,8306,4,0.8,0.8,0,0.00404989,0.0397067,0
9009,-4,-11,8148,4,0.8,0.8,0,0.103965,0.104428,0
9010,-4,-11,8062,5,0.8,0.8,0,0.0322221,0.0322221,0
9011,-4,-11,7935,3,0.8,0.8,0,0,0,0
9012,-4,0,7882,3,0.8,0.8,0,0.000874584,0.000874584,0
9013,-4,-11,8143,4,0.8,0.8,0,0.0125585,0.0716757,0
9014,-4,-3,7719,3,0.8,0.8,0,0,0.0329448,0
9015,-4,-2,8347,6,0.8,0.8,0,0,0.0272042,0
9016,-4,-11,8450,4,0.8,0.8,0,0,0.0189139,0
9017,-4,-2,8320,5,0.8,0.8,0,0,6.08648e-05,0
9018,-4,-11,8560,6,0.8,0.8,0,0,0.0148781,0
9019,-4,-3,7935,3,0.8,0.8,0,0,0,0
9020,-4,-11,7904,4,0.8,0.8,0,0,0.00413827,0
9021,-4,0,8384,5,0.8,0.8,0,0,0.00579961,0
9022,-4,-3,8323,4,0.8,0.8,0,0,0.0181779,0
9023,-4,-2,8530,4,0.8,0.8,0,0,0,0
9024,-4,-3,8291,5,0.8,0.8,0,0,0,0
9025,-4,-2,7904,4,0.8,0.8,0,0,0.00413827,0
9026,-4,-11,8033,4,0.8,0.8,0,0,0.00186007,0
9027,-4,-1,8381,4,0.8,0.8,0,0,0,0
9028,-4,-11,8585,3,0.8,0.8,0,0.0024173,0.015918,0
9029,-4,-3,8374,4,0.8,0.8,0,0,0.0266834,0
9030,-4,-2,7956,3,0.8,0.8,0,0.0625398,0.0625398,0
9031,-4,-11,8562,5,0.8,0.8,0,0,0,0
9032,-4,-3,7819,3,0.8,0.8,0,0,0.0214159,0
9033,-4,0,7794,4,0.8,0.8,0,0.144027,0.144027,0
9034,-4,-3,8340,5,0.8,0.8,0,0,0.00413827,0
9035,-4,-2,8525,5,0.8,0.8,0,0,0,0
9036,-4,-3,8451,4,0.8,0.8,0,0,0,0
9037,-4,-3,8326,5,0.8,0.8,0,0,0.0364522,0
9038,-4,-2,7655,3,0.8,0.8,0,0,0,0
9039,-4,-2,7809,3,0.8,0.8,0,0,0,0
9040,-4,-3,8276,3,0.8,0.8,0,0,0.00867905,0
9041,-4,-11,8471,3,0.8,0.8,0,0,0.0189139,0
9042,-4,-3,8568,4,0.8,0.8,0,0,0,0
9043,-4,-3,7917,4,0.8,0.8,0,0,0,0
9044,-4,-11,8242,3,0.8,0.8,0,0,0,0
9045,-4,-2,7943,4,0.8,0.8,0,0,0,0
9046,-4,-2,7834,4,0.8,0.8,0,0,0,0
9047,-3,0,8845,4,0.8,0.8,0,0.020932,0.0344327,0
9048,-3,-1,8181,3,0.8,0.8,0,0,0.043482,0
9049,-3,0,8768,6,0.8,0.8,0,0,0,0
9050,-3,-2,8985,5,0.8,0.8,0,0,0.0265017,0
9051,-3,-11,8375,5,0.8,0.8,0,0,0.00411832,0
9052,-3,-11,8714,7,0.8,0.8,0,0,0.0148781,0
9053,-3,-2,8509,3,0.8,0.8,0,0,0.0377363,0
9054,-3,-11,8425,4,0.8,0.8,0,0,0,0
9055,-3,-11,7949,3,0.8,0.8,0,0,0,0
9056,-3,0,8652,3,0.8,0.8,0,0,0,0
9057,-3,-11,8617,6,0.8,0.8,0,0,0.0214159,0
9058,-3,-2,8412,4,0.8,0.8,0,0,0,0
9059,-3,-11,9022,5,0.8,0.8,0,0.0373034,0.0554813,0
9060,-3,-1,8320,5,0.8,0.8,0,0,6.08648e-05,0
9061,-3,0,8476,4,0.8,0.8,0,0,0.00186007,0
9062,-3,0,8629,5,0.8,0.8,0,0.0409728,0.0717692,0
9063,-3,-1,8834,6,0.8,0.8,0,0,0,0
9064,-3,-1,8958,6,0.8,0.8,0,0,0,0
9065,-3,-2,8939,6,0.8,0.8,0,0,0,0
9066,-3,-1,9010,6,0.8,0.8,0,0.0131948,0.0131948,0
9067,-3,-2,7738,4,0.8,0.8,0,0,0,0
9068,-3,-1,7828,3,0.8,0.8,0,0,0,0
9069,-3,-2,8724,6,0.8,0.8,0,0,0.0272042,0
9070,-3,-11,8080,4,0.8,0.8,0,0,0,0
9071,-3,-2,8987,5,0.8,0.8,0,0,0.0219863,0
9072,-3,0,7819,3,0.8,0.8,0,0.0378195,0.0707549,0
9073,-3,-11,7962,4,0.8,0.8,0,0.0027684,0.107033,0
9074,-3,-2,8733,3,0.8,0.8,0,0,0.0635191,0
9075,-3,-11,8065,5,0.8,0.8,0,0,0,0
9076,-3,-2,8463,5,0.8,0.8,0,0,0.0220718,0
9077,-3,-2,9042,5,0.8,0.8,0,0,0,0
9078,-3,-1,8781,6,0.8,0.8,0,0,0.00593291,0
9079,-3,-11,8586,4,0.8,0.8,0,0,0.0170272,0
9080,-3,-11,9042,5,0.8,0.8,0,0,0,0
9081,-3,-2,8691,3,0.8,0.8,0,0.0165647,0.0165647,0
9082,-3,0,8842,6,0.8,0.8,0,0,0,0
9083,-3,-11,8657,5,0.8,0.8,0,0,0,0
9084,-3,0,8472,5,0.8,0.8,0,0,0,0
9085,-3,-2,8679,5,0.8,0.8,0,0,0,0
9086,-3,-2,8732,4,0.8,0.8,0,0,0.063915,0
9087,-3,-2,8084,4,0.8,0.8,0,0,0,0
9088,-3,-11,9016,5,0.8,0.8,0,0,0.0189139,0
9089,-3,-11,8481,4,0.8,0.8,0,0,0.0214159,0
9090,-3,0,8084,4,0.8,0.8,0,0.00443158,0.00443158,0
9091,-3,0,8401,5,0.8,0.8,0,0,0,0
9092,-3,-1,8539,6,0.8,0.8,0,0,0,0
9093,-3,-11,7761,2,0.8,0.8,0,0,0,0
9094,-3,-1,8531,5,0.8,0.8,0,0,0,0
9095,-3,-2,8830,4,0.8,0.8,0,0,0,0
9096,-3,-11,7699,3,0.8,0.8,0,0.00434511,0.0285551,0
9097,-3,0,8710,5,0.8,0.8,0,0,0.0712356,0
9098,-3,-1,8847,5,0.8,0.8,0,0,0.0189139,0
9099,-3,-2,8569,4,0.8,0.8,0,0,0.00579961,0
9100,-3,-2,8637,4,0.8,0.8,0,0,0,0
9101,-3,0,8715,4,0.8,0.8,0,0,0,0
9102,-3,-11,9007,5,0.8,0.8,0,0,0.000655532,0
9103,-3,-2,8936,5,0.8,0.8,0,0,0,0
9104,-3,-2,8411,5,0.8,0.8,0,0,0.0181779,0
9105,-3,-2,7989,3,0.8,0.8,0,0,0,0
9106,-3,-1,8724,6,0.8,0.8,0,0,0.0272042,0
9107,-3,-2,8730,2,0.8,0.8,0,0,0,0
9108,-3,-2,7883,3,0.8,0.8,0,0,0.0190672,0
9109,-3,0,8524,4,0.8,0.8,0,0,0.00867905,0
9110,-3,-11,8592,5,0.8,0.8,0,0.0108169,0.0108169,0
9111,-3,-11,8751,8,0.8,0.8,0,0.000201299,0.000201299,0
9112,-3,0,9010,6,0.8,0.8,0,0.0738857,0.0738857,0
9113,-3,-11,8511,4,0.8,0.8,0,0.00912736,0.00912736,0
9114,-3,0,8755,3,0.8,0.8,0,0.0347251,0.0782071,0
9115,-3,-1,8132,2,0.8,0.8,0,0,0,0
9116,-3,-11,8610,5,0.8,0.8,0,0,0.00411832,0
9117,-3,-1,8869,6,0.8,0.8,0,0.0155634,0.0155634,0
9118,-3,0,8999,5,0.8,0.8,0,0,0.0199432,0
9119,-3,-2,8246,3,0.8,0.8,0,0,0.0356569,0
9120,-3,-2,8943,6,0.8,0.8,0,0,0.0931686,0
9121,-3,-11,8669,3,0.8,0.8,0,0,0.0230278,0
9122,-3,-1,9003,6,0.8,0.8,0,0,0.0189139,0
9123,-3,-1,8370,4,0.8,0.8,0,0,0.010578,0
9124,-3,-11,8369,4,0.8,0.8,0,0,0.006299,0
9125,-3,-2,8664,4,0.8,0.8,0,0,0.0256538,0
9126,-3,0,8465,4,0.8,0.8,0,0,0.0273229,0
9127,-3,-1,9008,5,0.8,0.8,0,0,0.0397067,0
9128,-3,-11,8489,3,0.8,0.8,0,0,0.0524664,0
9129,-3,-1,8846,4,0.8,0.8,0,0,0.00705222,0
9130,-3,-2,8398,4,0.8,0.8,0,0,0,0
9131,-3,-11,7962,4,0.8,0.8,0,0.0152574,0.119522,0
9132,-3,-11,8800,5,0.8,0.8,0,0.00120851,0.0107202,0
9133,-3,-1,8176,3,0.8,0.8,0,0.0240706,0.0240706,0
9134,-3,-11,8907,5,0.8,0.8,0,0.0357743,0.0719813,0
9135,-3,-11,7890,4,0.8,0.8,0,0,0.0457138,0
9136,-3,-11,8646,6,0.8,0.8,0,0,0,0
9137,-3,0,7956,3,0.8,0.8,0,0.00952795,0.00952795,0
9138,-3,0,8790,5,0.8,0.8,0,0.00739213,0.00739213,0
9139,-3,-2,9041,4,0.8,0.8,0,0.0244946,0.0434085,0
9140,-3,-2,8614,4,0.8,0.8,0,0,0.0468617,0
9141,-3,-11,9014,4,0.8,0.8,0,0.0178105,0.0507553,0
9142,-3,-2,8851,7,0.8,0.8,0,0,0.00261846,0
9143,-3,-2,8220,5,0.8,0.8,0,0,0.0235593,0
9144,-3,-1,7962,4,0.8,0.8,0,0,0.104265,0
9145,-3,-11,8300,4,0.8,0.8,0,0,0.0432511,0
9146,-3,-2,8355,3,0.8,0.8,0,0.0331264,0.0520403,0
9147,-3,-1,8858,4,0.8,0.8,0,0,0.0181779,0
9148,-3,-2,8093,4,0.8,0.8,0,0,0.0181779,0
9149,-3,-2,8185,2,0.8,0.8,0,0,0.00938312,0
9150,-3,-2,8640,6,0.8,0.8,0,0,0.00951169,0
9151,-3,-11,8543,3,0.8,0.8,0,0.027153,0.027153,0
9152,-3,-2,8759,5,0.8,0.8,0,0.000182435,0.000182435,0
9153,-3,-2,8602,5,0.8,0.8,0,0,0.0591172,0
9154,-3,-11,8660,7,0.8,0.8,0,0.0187078,0.0187078,0
9155,-3,-11,8901,7,0.8,0.8,0,0,0.0277638,0
9156,-3,-1,9012,4,0.8,0.8,0,0.040802,0.040802,0
9157,-3,-2,8601,5,0.8,0.8,0,0,0.0170574,0
9158,-3,-1,8696,3,0.8,0.8,0,0,0,0
9159,-3,0,8666,5,0.8,0.8,0,0.0627128,0.0757935,0
9160,-3,-1,8589,6,0.8,0.8,0,0.0149298,0.0175483,0
9161,-3,-2,8921,5,0.8,0.8,0,0,0.01703,0
9162,-3,-11,8119,5,0.8,0.8,0,0,0,0
9163,-3,-11,8835,5,0.8,0.8,0,0,0,0
9164,-3,0,8969,4,0.8,0.8,0,0,0,0
9165,-3,0,8714,7,0.8,0.8,0,0,0.0148781,0
9166,-3,0,8325,7,0.8,0.8,0,0,0,0
9167,-3,-11,8324,4,0.8,0.8,0,0,0.00507462,0
9168,-3,-11,8126,3,0.8,0.8,0,0.00886983,0.00886983,0
9169,-3,0,8289,5,0.8,0.8,0,0.0257508,0.0257508,0
9170,-3,-2,8594,5,0.8,0.8,0,0,0.0460546,0
9171,-3,-11,8561,4,0.8,0.8,0,0,0,0
