vid,birth,death,parentid,level,bindingAvidIni,bindingAvid,infection_no,distance_to_parent,distance_to_root, immK
10038,-2,0,8831,5,0.8,0.8,0,0,0.0880274,0
10039,-2,-11,9144,5,0.8,0.8,0,0,0.104265,0
10040,-2,-1,9200,4,0.8,0.8,0,0,0.0107921,0
10041,-2,-1,8345,6,0.8,0.8,0,0,0,0
10042,-2,-11,8747,6,0.8,0.8,0,0,0.0600677,0
10043,-2,-1,9494,4,0.8,0.8,0,0,0.00338004,0
10044,-2,-1,8843,6,0.8,0.8,0,0.00746127,0.00746127,0
10045,-2,-11,9334,9,0.8,0.8,0,0,0,0
10046,-2,-11,9348,3,0.8,0.8,0,0,0,0
10047,-2,0,8427,7,0.8,0.8,0,0,0,0
10048,-2,-11,9580,5,0.8,0.8,0,0,0,0
10049,-2,-11,8417,6,0.8,0.8,0,0,0.006299,0
10050,-2,-11,9243,5,0.8,0.8,0,0,0,0
10051,-2,-1,8369,4,0.8,0.8,0,0,0.0365671,0
10052,-2,0,8912,5,0.8,0.8,0,0,0.000462257,0
10053,-2,0,8726,5,0.8,0.8,0,0.00419394,0.0271957,0
10054,-2,-11,9109,5,0.8,0.8,0,0.0255594,0.0342385,0
10055,-2,-11,9603,4,0.8,0.8,0,0,0.0389158,0
10056,-2,0,9578,3,0.8,0.8,0,0,0.0135007,0
10057,-2,0,9356,7,0.8,0.8,0,0,0,0
10058,-2,-11,9416,7,0.8,0.8,0,0.0112611,0.100204,0
10059,-2,-11,8406,6,0.8,0.8,0,0.0205105,0.0225962,0
10060,-2,-1,9091,6,0.8,0.8,0,0,0,0
10061,-2,0,8949,4,0.8,0.8,0,0,0,0
10062,-2,-1,9311,6,0.8,0.8,0,0,0.0078912,0
10063,-2,-11,8014,4,0.8,0.8,0,0.00702774,0.0731477,0
10064,-2,-11,8673,6,0.8,0.8,0,0,0,0
10065,-2,-11,8297,5,0.8,0.8,0,0,0,0
10066,-2,-1,9051,6,0.8,0.8,0,0,0.00411832,0
10067,-2,-11,8394,5,0.8,0.8,0,0,0,0
10068,-2,-1,9145,5,0.8,0.8,0,0,0.0432511,0
10069,-2,0,8547,7,0.8,0.8,0,0,0,0
10070,-2,-11,8056,4,0.8,0.8,0,0,0.0945433,0
10071,-2,-11,9013,5,0.8,0.8,0,0.0149837,0.0866594,0
10072,-2,-11,8214,4,0.8,0.8,0,0.0511449,0.0548212,0
10073,-2,-1,7751,4,0.8,0.8,0,0,0,0
10074,-2,-11,9308,7,0.8,0.8,0,0,0.0272042,0
10075,-2,-1,8981,3,0.8,0.8,0,0.00434426,0.00434426,0
10076,-2,-11,8392,4,0.8,0.8,0,0.0249031,0.0596725,0
10077,-2,-11,8664,4,0.8,0.8,0,0,0.0256538,0
10078,-2,0,8253,4,0.8,0.8,0,0,0.0046628,0
10079,-2,0,8393,4,0.8,0.8,0,0,0.00413827,0
10080,-2,-1,9528,4,0.8,0.8,0,0,0,0
10081,-2,-1,8077,2,0.8,0.8,0,0,0,0
10082,-2,-1,8966,5,0.8,0.8,0,0,0.0199842,0
10083,-2,0,8365,7,0.8,0.8,0,0,0,0
10084,-2,-11,8463,5,0.8,0.8,0,0,0.0220718,0
10085,-2,-1,9020,5,0.8,0.8,0,0.0100399,0.0141781,0
10086,-2,-11,8708,4,0.8,0.8,0,0,0.000135555,0
10087,-2,-1,9613,6,0.8,0.8,0,0,0.0591172,0
10088,-2,-1,8596,5,0.8,0.8,0,0,0.022564,0
10089,-2,0,8511,4,0.8,0.8,0,0,0,0
10090,-2,0,9381,6,0.8,0.8,0,0,0,0
10091,-2,-1,9150,7,0.8,0.8,0,0,0.00951169,0
10092,-2,-11,9560,5,0.8,0.8,0,0,0,0
10093,-2,0,9451,6,0.8,0.8,0,0,0.00413827,0
10094,-2,-1,8591,5,0.8,0.8,0,0.00624576,0.00624576,0
10095,-2,0,9590,4,0.8,0.8,0,0,0.00363711,0
10096,-2,-11,9551,8,0.8,0.8,0,0,0.00950255,0
10097,-2,-11,9264,6,0.8,0.8,0,0,0,0
10098,-2,-11,8170,4,0.8,0.8,0,0,0.0221261,0
10099,-2,-11,9468,7,0.8,0.8,0,0.00949381,0.00949381,0
10100,-2,0,9065,7,0.8,0.8,0,0.00109557,0.00109557,0
10101,-2,-11,8613,5,0.8,0.8,0,0.00375116,0.00375116,0
10102,-2,-11,9416,7,0.8,0.8,0,0,0.0889426,0
10103,-2,-1,8200,3,0.8,0.8,0,0.0239725,0.0441058,0
10104,-2,0,8131,4,0.8,0.8,0,0.0361659,0.0492466,0
10105,-2,-11,8792,6,0.8,0.8,0,0.0165946,0.0165946,0
10106,-2,-11,8713,4,0.8,0.8,0,0,0,0
10107,-2,-11,9540,5,0.8,0.8,0,0,0,0
10108,-2,-1,8831,5,0.8,0.8,0,0,0.0880274,0
10109,-2,-1,8126,3,0.8,0.8,0,0,0.00171776,0
10110,-2,-1,8990,5,0.8,0.8,0,0,0.0189139,0
10111,-2,-11,9610,4,0.8,0.8,0,0,0.00867905,0
10112,-2,0,8365,7,0.8,0.8,0,0,0,0
10113,-2,0,9072,4,0.8,0.8,0,0.0110097,0.0439452,0
10114,-2,0,8869,6,0.8,0.8,0,0,0.00587071,0
10115,-2,-11,9403,4,0.8,0.8,0,0,0.0189139,0
10116,-2,-11,8035,4,0.8,0.8,0,0,0.0333848,0
10117,-2,-1,8659,4,0.8,0.8,0,0,0.000135555,0
10118,-2,-11,7996,5,0.8,0.8,0,0,0,0
10119,-2,0,9084,6,0.8,0.8,0,0,0,0
10120,-2,-1,9339,8,0.8,0.8,0,0,0,0
10121,-2,-11,8625,4,0.8,0.8,0,0.0202736,0.0202736,0
10122,-2,-1,9222,5,0.8,0.8,0,0,0,0
10123,-2,-11,8248,4,0.8,0.8,0,0,0,0
10124,-2,-1,8443,6,0.8,0.8,0,0,0.0324312,0
10125,-2,-11,8414,5,0.8,0.8,0,0,0,0
10126,-2,0,9048,4,0.8,0.8,0,0,0.043482,0
10127,-2,-1,8657,5,0.8,0.8,0,0,0,0
10128,-2,-1,8370,4,0.8,0.8,0,0,0.010578,0
10129,-2,-1,9285,7,0.8,0.8,0,0,0.0272042,0
10130,-2,-11,9057,7,0.8,0.8,0,0,0.0214159,0
10131,-2,-11,8692,5,0.8,0.8,0,0.00826603,0.0312938,0
10132,-2,-1,8165,5,0.8,0.8,0,0,0.060492,0
10133,-2,-1,8888,5,0.8,0.8,0,0,0.0273229,0
10134,-2,0,8974,4,0.8,0.8,0,0,0,0
10135,-2,0,9175,5,0.8,0.8,0,0.019348,0.0197815,0
10136,-2,-11,8242,3,0.8,0.8,0,0,0,0
10137,-2,0,8273,4,0.8,0.8,0,0,0.00867905,0
10138,-2,0,8914,5,0.8,0.8,0,0,0,0
10139,-2,-1,7929,3,0.8,0.8,0,0,0.0355032,0
10140,-2,-11,9294,3,0.8,0.8,0,0,0,0
10141,-2,-1,8974,4,0.8,0.8,0,0,0,0
10142,-2,-11,9360,7,0.8,0.8,0,0,0,0
10143,-2,-11,9413,5,0.8,0.8,0,0.0257487,0.0591334,0
10144,-2,-11,9420,8,0.8,0.8,0,0,0.00433101,0
10145,-2,-11,9199,7,0.8,0.8,0,0,0.104265,0
10146,-2,-11,8118,3,0.8,0.8,0,0,0.0189139,0
10147,-2,-1,9163,6,0.8,0.8,0,0,0,0
10148,-2,0,8847,5,0.8,0.8,0,0,0.0189139,0
10149,-2,-11,9297,8,0.8,0.8,0,0,0,0
10150,-2,-1,9328,5,0.8,0.8,0,0.0170919,0.0360058,0
10151,-2,0,9232,5,0.8,0.8,0,0,0.112589,0
10152,-2,-11,8309,3,0.8,0.8,0,0,0.0196458,0
10153,-2,-1,9062,6,0.8,0.8,0,0,0.0307965,0
10154,-2,-1,8595,4,0.8,0.8,0,0,0.0266834,0
10155,-2,-11,8596,5,0.8,0.8,0,0.0160224,0.0385863,0
10156,-2,-11,9584,3,0.8,0.8,0,0,0.0135007,0
10157,-2,-1,8750,5,0.8,0.8,0,0,0.000433435,0
10158,-2,0,8226,6,0.8,0.8,0,0.03918,0.03918,0
10159,-2,-11,9531,6,0.8,0.8,0,0,0,0
10160,-2,0,9525,6,0.8,0.8,0,0,0,0
10161,-2,0,8859,3,0.8,0.8,0,0,0,0
10162,-2,0,9065,7,0.8,0.8,0,0,0,0
10163,-2,0,9094,6,0.8,0.8,0,0.020549,0.020549,0
10164,-2,-11,8734,5,0.8,0.8,0,0,0.00390647,0
10165,-2,-11,8616,6,0.8,0.8,0,0,0.00579961,0
10166,-2,0,9458,6,0.8,0.8,0,0,0,0
10167,-2,0,9189,6,0.8,0.8,0,0,0.0364522,0
10168,-2,-11,8380,3,0.8,0.8,0,0.00122726,0.014728,0
10169,-2,-1,9571,5,0.8,0.8,0,0,0.0657648,0
10170,-2,0,8252,6,0.8,0.8,0,0,0,0
10171,-2,-11,9004,4,0.8,0.8,0,0.0104354,0.0726613,0
10172,-2,-1,9100,5,0.8,0.8,0,0,0,0
10173,-2,-11,8778,5,0.8,0.8,0,0,0.000655532,0
10174,-2,-1,7973,5,0.8,0.8,0,0.0648476,0.0702753,0
10175,-2,-1,8185,2,0.8,0.8,0,0,0.0152191,0
10176,-2,-11,8734,5,0.8,0.8,0,0,0.00390647,0
10177,-2,-11,8712,7,0.8,0.8,0,0,0,0
10178,-2,-11,8113,4,0.8,0.8,0,0,0.00579961,0
10179,-2,0,8547,7,0.8,0.8,0,0.0311053,0.0311053,0
10180,-2,-11,9562,4,0.8,0.8,0,0.0452324,0.0452324,0
10181,-2,0,9326,6,0.8,0.8,0,0,0,0
10182,-2,-11,8370,4,0.8,0.8,0,0.0473811,0.0579592,0
10183,-2,-1,8455,5,0.8,0.8,0,0.00757518,0.0170869,0
10184,-2,-11,9316,4,0.8,0.8,0,0,0.0222077,0
10185,-2,-1,9503,6,0.8,0.8,0,0,0.000462257,0
10186,-2,-11,9516,8,0.8,0.8,0,0.0082149,0.0082149,0
10187,-2,-11,9570,5,0.8,0.8,0,0,0.000217688,0
10188,-2,-11,8457,4,0.8,0.8,0,0,0.0169566,0
10189,-2,0,8454,4,0.8,0.8,0,0.00961807,0.028532,0
10190,-2,0,8270,6,0.8,0.8,0,0,0,0
10191,-2,-1,9456,7,0.8,0.8,0,9.4227e-05,0.00161518,0
10192,-2,-1,9097,6,0.8,0.8,0,0,0.0712356,0
10193,-2,-11,9408,6,0.8,0.8,0,0,0.0266834,0
10194,-2,0,9583,6,0.8,0.8,0,0,0.00951169,0
10195,-2,0,9605,5,0.8,0.8,0,0,0.0631821,0
10196,-2,-11,8977,4,0.8,0.8,0,0,0,0
10197,-2,-11,8409,5,0.8,0.8,0,0.0260562,0.0260562,0
10198,-2,-11,7925,4,0.8,0.8,0,0.0711349,0.0768834,0
10199,-2,-11,8060,3,0.8,0.8,0,0.0583222,0.0583222,0
10200,-2,-11,9419,5,0.8,0.8,0,0,0.000696887,0
10201,-2,0,9013,5,0.8,0.8,0,0,0.0716757,0
10202,-2,-1,9291,7,0.8,0.8,0,0,0,0
10203,-2,0,9479,4,0.8,0.8,0,0,0.0220718,0
10204,-2,0,9210,6,0.8,0.8,0,0,0,0
10205,-2,-11,8896,6,0.8,0.8,0,0.00428029,0.00428029,0
10206,-2,0,8990,5,0.8,0.8,0,0,0.0189139,0
10207,-2,0,9534,5,0.8,0.8,0,0,0.0420125,0
10208,-2,-1,8833,4,0.8,0.8,0,0,0,0
10209,-2,0,9290,6,0.8,0.8,0,0,0,0
10210,-2,-11,8368,6,0.8,0.8,0,0,0,0
10211,-2,-1,8178,3,0.8,0.8,0,0,0,0
10212,-2,-11,9583,6,0.8,0.8,0,0,0.00951169,0
10213,-2,-11,9372,7,0.8,0.8,0,0,0.0272042,0
10214,-2,-1,9310,5,0.8,0.8,0,0,0.0235614,0
10215,-2,-11,9144,5,0.8,0.8,0,0,0.104265,0
10216,-2,0,8030,3,0.8,0.8,0,0,0.0443191,0
10217,-2,-11,8903,5,0.8,0.8,0,0,0,0
10218,-2,0,9340,5,0.8,0.8,0,0,0.000433435,0
10219,-2,-1,8978,5,0.8,0.8,0,0,0.00867905,0
10220,-2,-1,8475,3,0.8,0.8,0,0,0.0092175,0
10221,-2,-11,9021,6,0.8,0.8,0,0,0.00579961,0
10222,-2,-11,9386,7,0.8,0.8,0,0.108487,0.136145,0
10223,-2,-1,8643,4,0.8,0.8,0,0,0.0216097,0
10224,-2,-11,8713,4,0.8,0.8,0,0,0,0
10225,-2,-11,9075,6,0.8,0.8,0,0,0,0
10226,-2,-1,9434,6,0.8,0.8,0,0,0,0
10227,-2,0,8743,6,0.8,0.8,0,0.00338785,0.00932076,0
10228,-2,0,9477,6,0.8,0.8,0,0,0.110035,0
10229,-2,0,8991,5,0.8,0.8,0,0,0.0392272,0
10230,-2,-11,9316,4,0.8,0.8,0,0,0.0222077,0
10231,-2,0,8836,5,0.8,0.8,0,0,0.0591172,0
10232,-2,0,9155,8,0.8,0.8,0,0.000289217,0.0280531,0
10233,-2,-11,8721,5,0.8,0.8,0,0,0.0256553,0
10234,-2,0,9167,5,0.8,0.8,0,0,0.00507462,0
10235,-2,0,9607,4,0.8,0.8,0,0,0,0
10236,-2,-11,9161,6,0.8,0.8,0,0,0.01703,0
10237,-2,-1,9224,6,0.8,0.8,0,0,0.0307965,0
10238,-2,-11,8574,5,0.8,0.8,0,0,0.0214159,0
10239,-2,-11,7751,4,0.8,0.8,0,0,0,0
10240,-2,-1,9206,7,0.8,0.8,0,0,0,0
10241,-2,-11,9350,6,0.8,0.8,0,0.0689244,0.0689244,0
10242,-2,0,8689,5,0.8,0.8,0,0,0.00867905,0
10243,-2,0,8797,6,0.8,0.8,0,0,0.0591172,0
10244,-2,-11,9470,4,0.8,0.8,0,0.0382223,0.101741,0
10245,-2,0,9572,6,0.8,0.8,0,0,0.0339445,0
10246,-2,-11,8157,4,0.8,0.8,0,0,0,0
10247,-2,-11,9377,5,0.8,0.8,0,0,0,0
10248,-2,0,9334,9,0.8,0.8,0,0,0,0
10249,-2,0,8123,4,0.8,0.8,0,0,0,0
10250,-2,-1,9170,6,0.8,0.8,0,0,0.0460546,0
10251,-2,0,9614,6,0.8,0.8,0,0,0.0591172,0
10252,-2,-11,9375,7,0.8,0.8,0,0,0.0417977,0
10253,-2,0,8988,3,0.8,0.8,0,0,0,0
10254,-2,0,9147,5,0.8,0.8,0,0,0.0181779,0
10255,-2,-1,8635,4,0.8,0.8,0,0.00711813,0.00711813,0
10256,-2,-11,8864,5,0.8,0.8,0,0,0,0
10257,-2,0,9348,3,0.8,0.8,0,0.11805,0.11805,0
10258,-2,-11,9254,6,0.8,0.8,0,0,0.0296536,0
10259,-2,-1,7962,4,0.8,0.8,0,0,0.104265,0
10260,-2,-11,9567,6,0.8,0.8,0,0.0359447,0.0400829,0
10261,-2,-11,8665,6,0.8,0.8,0,0,0,0
10262,-2,0,8084,4,0.8,0.8,0,0,0,0
10263,-2,-11,9229,8,0.8,0.8,0,0,0.0372936,0
10264,-2,-11,9486,5,0.8,0.8,0,0.00246787,0.00246787,0
10265,-2,-1,8960,4,0.8,0.8,0,0,0,0
10266,-2,0,9196,9,0.8,0.8,0,0,0,0
10267,-2,0,9581,6,0.8,0.8,0,0,0.0643448,0
10268,-2,-1,9588,7,0.8,0.8,0,0,0.0264373,0
10269,-2,0,9206,7,0.8,0.8,0,0,0,0
10270,-2,-1,8822,4,0.8,0.8,0,0.00538733,0.0310412,0
10271,-2,-11,9170,6,0.8,0.8,0,0.0918991,0.137954,0
10272,-2,-11,9482,7,0.8,0.8,0,0,0.00579961,0
10273,-2,-11,9142,8,0.8,0.8,0,0,0.00261846,0
10274,-2,0,8743,6,0.8,0.8,0,0,0.00593291,0
10275,-2,0,9412,8,0.8,0.8,0,0.00241522,0.0296194,0
10276,-2,-11,8102,3,0.8,0.8,0,0.0145698,0.0438114,0
10277,-2,-11,9303,5,0.8,0.8,0,0,0,0
10278,-2,-1,8848,8,0.8,0.8,0,0,0,0
10279,-2,-11,9016,5,0.8,0.8,0,0.0131287,0.0320426,0
10280,-2,-11,7989,3,0.8,0.8,0,0,0,0
10281,-2,0,8843,6,0.8,0.8,0,0,0,0
10282,-2,-11,8369,4,0.8,0.8,0,0,0.0365671,0
10283,-2,-11,8867,6,0.8,0.8,0,0.0471622,0.0471622,0
10284,-2,-11,9340,5,0.8,0.8,0,0,0.000433435,0
10285,-2,-11,8378,6,0.8,0.8,0,0,0.0292086,0
10286,-2,0,9316,4,0.8,0.8,0,0,0.0222077,0
10287,-2,0,9360,7,0.8,0.8,0,0,0,0
10288,-2,-11,9385,5,0.8,0.8,0,0.0116095,0.0372633,0
10289,-2,-11,8594,5,0.8,0.8,0,0,0.0460546,0
10290,-2,-1,7859,4,0.8,0.8,0,0,0.00271182,0
10291,-2,0,8151,3,0.8,0.8,0,0.0560471,0.0560471,0
10292,-2,0,9149,3,0.8,0.8,0,0,0.00938312,0
10293,-2,-1,8779,6,0.8,0.8,0,0,0.0220718,0
10294,-2,-1,9572,6,0.8,0.8,0,0,0.0339445,0
10295,-2,-11,9438,6,0.8,0.8,0,0,0.00407639,0
10296,-2,-11,9570,5,0.8,0.8,0,0,0.000217688,0
10297,-2,-11,9096,4,0.8,0.8,0,0.0174963,0.0417063,0
10298,-2,0,8182,4,0.8,0.8,0,0,0.0575111,0
10299,-2,-11,9550,7,0.8,0.8,0,0,0.0149361,0
10300,-2,-1,9360,7,0.8,0.8,0,0.0505491,0.0505491,0
10301,-2,0,7867,3,0.8,0.8,0,0,0.000828892,0
10302,-2,0,9302,5,0.8,0.8,0,0,0,0
10303,-2,-11,9170,6,0.8,0.8,0,0,0.0460546,0
10304,-2,-1,8417,6,0.8,0.8,0,0,0.006299,0
10305,-2,-11,9468,7,0.8,0.8,0,0,0,0
10306,-2,-11,8649,6,0.8,0.8,0,0,0,0
10307,-2,0,9610,4,0.8,0.8,0,0.000724346,0.00940339,0
10308,-2,-1,8976,5,0.8,0.8,0,0,0,0
10309,-2,-11,8877,5,0.8,0.8,0,0,0,0
10310,-2,-11,9184,5,0.8,0.8,0,0,0.0112789,0
10311,-2,-1,7959,4,0.8,0.8,0,0,0.00598111,0
10312,-2,-11,9376,5,0.8,0.8,0,0,0,0
10313,-2,-11,9618,6,0.8,0.8,0,0,0,0
10314,-2,-11,9471,5,0.8,0.8,0,0,0,0
10315,-2,-11,8989,5,0.8,0.8,0,0,0,0
10316,-2,-1,8808,5,0.8,0.8,0,0.0039578,0.0039578,0
10317,-2,-11,8793,4,0.8,0.8,0,0,0.0145187,0
10318,-2,0,9499,7,0.8,0.8,0,0,0.0189139,0
10319,-2,-11,8937,8,0.8,0.8,0,0,0,0
10320,-2,0,9407,7,0.8,0.8,0,0,0.0338584,0
10321,-2,-1,8571,5,0.8,0.8,0,0,0.0116138,0
10322,-2,0,8859,3,0.8,0.8,0,0,0,0
10323,-2,0,9380,6,0.8,0.8,0,0,0.0211984,0
10324,-2,-11,9167,5,0.8,0.8,0,0,0.00507462,0
10325,-2,0,8716,5,0.8,0.8,0,0.0240643,0.0403833,0
10326,-2,-1,7719,3,0.8,0.8,0,0.0350351,0.0679799,0
10327,-2,-1,8441,4,0.8,0.8,0,0,0.0965626,0
10328,-2,0,9365,7,0.8,0.8,0,0,0,0
10329,-2,-11,9331,4,0.8,0.8,0,0,0.0329448,0
10330,-2,-11,7890,4,0.8,0.8,0,0,0.0457138,0
10331,-2,-1,9344,6,0.8,0.8,0,0,0,0
10332,-2,-1,9278,6,0.8,0.8,0,0,0,0
10333,-2,-11,8505,5,0.8,0.8,0,0.0590135,0.0590135,0
10334,-2,-1,9557,5,0.8,0.8,0,0,0.0308484,0
10335,-2,-11,9372,7,0.8,0.8,0,0,0.0272042,0
10336,-2,-11,8877,5,0.8,0.8,0,0,0,0
10337,-2,-11,9385,5,0.8,0.8,0,0,0.0256538,0
10338,-2,-11,9234,5,0.8,0.8,0,0.0554551,0.0554551,0
10339,-2,-1,9596,8,0.8,0.8,0,0,0.0143399,0
10340,-2,-11,9170,6,0.8,0.8,0,0,0.0460546,0
10341,-2,-11,9254,6,0.8,0.8,0,0,0.0296536,0
10342,-2,-11,9180,5,0.8,0.8,0,0,0.0160488,0
10343,-2,-1,9313,7,0.8,0.8,0,0,0,0
10344,-2,-11,8716,5,0.8,0.8,0,0.0104297,0.0267486,0
10345,-2,0,9231,5,0.8,0.8,0,0,0.112589,0
10346,-2,-11,9541,6,0.8,0.8,0,0,0.022564,0
10347,-2,-1,9412,8,0.8,0.8,0,0,0.0272042,0
10348,-2,-11,8973,3,0.8,0.8,0,0.0240182,0.0585675,0
10349,-2,-11,9493,6,0.8,0.8,0,0,0,0
10350,-2,-11,9110,6,0.8,0.8,0,0,0,0
10351,-2,-11,8595,4,0.8,0.8,0,0.0158951,0.0425785,0
10352,-2,-11,9282,5,0.8,0.8,0,0,0,0
10353,-2,-11,9132,6,0.8,0.8,0,0,0.00951169,0
10354,-2,0,9591,8,0.8,0.8,0,0.0177898,0.0240888,0
10355,-2,-11,9559,5,0.8,0.8,0,0.0328407,0.0328407,0
10356,-2,0,8954,4,0.8,0.8,0,0,0.0144812,0
10357,-2,0,9009,5,0.8,0.8,0,7.08193e-05,0.104498,0
10358,-2,-1,8560,6,0.8,0.8,0,0,0.114031,0
10359,-2,0,8729,4,0.8,0.8,0,0,0.0240486,0
10360,-2,-11,8934,4,0.8,0.8,0,0,0,0
10361,-2,0,8749,6,0.8,0.8,0,0,0.0525794,0
10362,-2,-11,8889,5,0.8,0.8,0,0,0.146566,0
10363,-2,-11,9545,5,0.8,0.8,0,0.0153126,0.0245301,0
10364,-2,-11,8886,4,0.8,0.8,0,0,0,0
10365,-2,-1,9061,5,0.8,0.8,0,0,0.00186007,0
10366,-2,-1,8200,3,0.8,0.8,0,0,0.0201333,0
10367,-2,-11,7935,3,0.8,0.8,0,0.0278812,0.0278812,0
10368,-2,0,9047,5,0.8,0.8,0,0,0.0135007,0
10369,-2,-11,8838,3,0.8,0.8,0,0,0.0133662,0
10370,-2,0,8792,6,0.8,0.8,0,0,0,0
10371,-2,0,8794,4,0.8,0.8,0,0,0.0291705,0
10372,-2,-11,8472,5,0.8,0.8,0,0,0,0
10373,-2,0,8966,5,0.8,0.8,0,0,0.0199842,0
10374,-2,0,9474,6,0.8,0.8,0,0.0242538,0.0283921,0
10375,-2,-11,9009,5,0.8,0.8,0,0,0.104428,0
10376,-2,-1,8700,6,0.8,0.8,0,0,0.0417977,0
10377,-2,-1,9180,5,0.8,0.8,0,0.0308696,0.0469183,0
10378,-2,-11,8891,5,0.8,0.8,0,0,0.0392272,0
10379,-2,0,8869,6,0.8,0.8,0,0,0.00587071,0
10380,-2,-1,9477,6,0.8,0.8,0,0,0.110035,0
10381,-2,-1,8347,6,0.8,0.8,0,0,0.0272042,0
10382,-2,0,8126,3,0.8,0.8,0,0,0.00171776,0
10383,-2,-11,9412,8,0.8,0.8,0,0.0223347,0.0495389,0
10384,-2,-11,9430,5,0.8,0.8,0,0,0,0
10385,-2,0,9392,7,0.8,0.8,0,0,0.000717109,0
10386,-2,-1,8858,4,0.8,0.8,0,0,0.0181779,0
10387,-2,0,8164,4,0.8,0.8,0,0,0,0
10388,-2,-1,8465,4,0.8,0.8,0,0,0.0273229,0
10389,-2,0,9271,5,0.8,0.8,0,0.0525135,0.116858,0
10390,-2,-1,9254,6,0.8,0.8,0,0,0.0296536,0
10391,-2,-1,8720,6,0.8,0.8,0,0,0.104265,0
10392,-2,-1,8922,5,0.8,0.8,0,0,0.0643448,0
10393,-2,0,9368,5,0.8,0.8,0,0,0.0135007,0
10394,-2,0,8557,4,0.8,0.8,0,0,0,0
10395,-2,-1,8116,3,0.8,0.8,0,0,3.84598e-05,0
10396,-2,0,9472,6,0.8,0.8,0,0,0,0
10397,-2,-11,9492,6,0.8,0.8,0,0,0.0219863,0
10398,-1,0,9300,4,0.8,0.8,0,0,0.00608774,0
10399,-1,-11,9700,6,0.8,0.8,0,0,0.0230017,0
10400,-1,-11,10044,7,0.8,0.8,0,0,0.00746127,0
10401,-1,-11,9308,7,0.8,0.8,0,0,0.0272042,0
10402,-1,-11,8992,3,0.8,0.8,0,0,0.0181779,0
10403,-1,0,9647,6,0.8,0.8,0,0,0.0457138,0
10404,-1,-11,9404,5,0.8,0.8,0,0,0.0945433,0
10405,-1,0,9862,5,0.8,0.8,0,0,0.066868,0
10406,-1,-11,8998,4,0.8,0.8,0,0,0.0235614,0
10407,-1,-11,9620,4,0.8,0.8,0,0,0.0443191,0
10408,-1,-11,9673,5,0.8,0.8,0,0,0,0
10409,-1,-11,10027,5,0.8,0.8,0,0,3.84598e-05,0
10410,-1,-11,10286,5,0.8,0.8,0,0,0.0222077,0
10411,-1,0,9417,5,0.8,0.8,0,0,0.0147843,0
10412,-1,0,7755,3,0.8,0.8,0,0,0.0170272,0
10413,-1,-11,8627,2,0.8,0.8,0,0.0105547,0.0131006,0
10414,-1,-11,8320,5,0.8,0.8,0,0,6.08648e-05,0
10415,-1,0,9549,7,0.8,0.8,0,0,0,0
10416,-1,-11,9047,5,0.8,0.8,0,0,0.0258637,0
10417,-1,0,9546,5,0.8,0.8,0,0,0.0183055,0
10418,-1,-11,9021,6,0.8,0.8,0,0.00418567,0.00998528,0
10419,-1,-11,9796,4,0.8,0.8,0,0,0.005781,0
10420,-1,-11,8646,6,0.8,0.8,0,0.0198164,0.023689,0
10421,-1,0,9284,4,0.8,0.8,0,0,0,0
10422,-1,-11,9920,6,0.8,0.8,0,0,0.00866106,0
10423,-1,-11,9767,4,0.8,0.8,0,0,0.0635191,0
10424,-1,0,10373,6,0.8,0.8,0,0,0.0199842,0
10425,-1,0,9734,5,0.8,0.8,0,0,0.0310926,0
10426,-1,-11,9309,4,0.8,0.8,0,0,0.00940328,0
10427,-1,-11,8258,5,0.8,0.8,0,0,0,0
10428,-1,-11,8648,6,0.8,0.8,0,0,0.0463879,0
10429,-1,-11,9693,5,0.8,0.8,0,0.00607862,0.00607862,0
10430,-1,-11,9667,6,0.8,0.8,0,0.0357799,0.0359155,0
10431,-1,-11,9440,6,0.8,0.8,0,0,0.0190672,0
10432,-1,0,9200,4,0.8,0.8,0,0,0.0437138,0
10433,-1,0,8874,7,0.8,0.8,0,0,0.0161811,0
10434,-1,-11,10296,6,0.8,0.8,0,0,0.000217688,0
10435,-1,-11,9655,6,0.8,0.8,0,0,0.0267061,0
10436,-1,-11,9413,5,0.8,0.8,0,0,0.0333848,0
10437,-1,-11,9984,4,0.8,0.8,0,0,0.0560301,0
10438,-1,-11,10105,7,0.8,0.8,0,0.0427348,0.0427348,0
10439,-1,-11,9747,6,0.8,0.8,0,0,0.00406528,0
10440,-1,0,8726,5,0.8,0.8,0,0,0.0230017,0
10441,-1,0,9789,6,0.8,0.8,0,0,0.012002,0
10442,-1,0,8889,5,0.8,0.8,0,0,0.146566,0
10443,-1,-11,8320,5,0.8,0.8,0,0,6.08648e-05,0
10444,-1,-11,9557,5,0.8,0.8,0,0,0.0308484,0
10445,-1,-11,10176,6,0.8,0.8,0,0.078023,0.0819295,0
10446,-1,0,10084,6,0.8,0.8,0,0,0.0220718,0
10447,-1,-11,7973,5,0.8,0.8,0,0,0.00542767,0
10448,-1,-11,10059,7,0.8,0.8,0,0,0.0225962,0
10449,-1,-11,8937,8,0.8,0.8,0,0,0,0
10450,-1,-11,9386,7,0.8,0.8,0,0,0.0276571,0
10451,-1,-11,9520,7,0.8,0.8,0,0.0101096,0.0101096,0
10452,-1,-11,9563,4,0.8,0.8,0,0,0,0
10453,-1,0,9959,6,0.8,0.8,0,0,0.000462257,0
10454,-1,-11,10128,5,0.8,0.8,0,0.00712739,0.0177054,0
