903996,142,95873
907726,229,92072
911376,296,88343
914770,406,84852
917892,542,81607
920854,729,78455
923432,1016,75600
925788,1312,72955
927854,1809,70402
929367,2449,68255
930498,3329,66228
930857,4546,64655
930337,6115,63615
928923,8085,63064
925950,10967,63131
920991,14683,64393
913623,19769,66687
903160,26134,70772
888945,34631,76498
869801,45438,84810
844817,58859,96381
813361,74626,112073
775157,92397,132505
730427,112040,157591
680001,131565,188500
626622,148120,225297
573548,161101,265410
523966,167575,308516
480228,168372,351456
444379,162266,393410
417392,151050,431598
399034,136579,464446
388114,120494,491471
383996,104299,511765
384977,88830,526270
390147,74931,534994
398670,63053,538338
409638,52318,538107
422536,43295,534228
437031,35640,527405
452562,29250,518269
468761,24250,507077
485051,20231,494813
501649,16696,481734
518194,13762,468145
534801,11502,453805
550891,9600,439605
566951,7982,425161
582526,6775,410801
597631,5709,396760
612446,4830,382824
626797,4164,369146
640741,3594,355784
654483,3090,342542
667529,2650,329927
680179,2366,317576
692564,2074,305488
704451,1860,293801
715849,1614,282655
726764,1443,271919
737350,1273,261486
747358,1211,251549
757082,1117,241939
766342,1018,232779
775396,941,223809
784209,914,215027
792466,864,206821
800499,826,198831
808229,826,191106
815701,784,183664
822702,772,176663
829586,804,169743
836095,757,163274
842417,731,156981
848391,779,150960
854167,781,145178
859705,804,139610
865019,829,134280
870036,865,129229
874953,934,124239
879571,973,119590
884055,1046,115031
888293,1144,110695
892179,1266,106690
895800,1426,102909
899243,1633,99272
902423,1913,95814
905375,2190,92590
907996,2570,89590
910357,3044,86753
912303,3442,84407
913949,3987,82218
915057,4841,80254
915717,5667,78747
915851,6791,77495
915370,8190,76616
914105,9754,76309
911806,11857,76500
908325,14344,77481
903640,17309,79197
897189,21231,81721
889004,25874,85260
878610,31009,90513
865788,37088,97267
850291,44070,105766
831713,52090,116315
810101,60959,129050
785771,70103,144243
758184,79997,161930
728549,89727,181852
697006,98739,204399
664786,106373,228980
632635,112338,255171
601817,115386,282959
574139,115984,310042
549774,114009,336406
529357,109983,360851
512657,104036,383505
499862,97491,402857
491256,89760,419185
486193,81860,432137
484094,73607,442464
484880,65995,449277
488101,58715,453342
493346,51976,454843
500582,45737,453827
509049,40231,450851
518537,35235,446336
528876,31043,440187
539868,27505,432722
551617,24260,424232
563344,21507,415287
574832,19365,405941
586747,17341,396063
598567,15689,385881
610107,14322,375710
621742,13135,365252
633009,11995,355134
644140,10977,345019
655215,10275,334665
665685,9655,324802
676097,8942,315069
686030,8506,305584
695799,8074,296238
705406,7722,286985
714648,7452,277992
723550,7190,269357
732122,6833,261155
740491,6544,253096
748827,6211,245093
756729,6017,237386
764221,6090,229821
771326,5956,222868
778488,5919,215763
785294,5873,208983
791767,6036,202344
797763,6184,196206
803463,6372,190316
808855,6588,184725
813917,6905,179347
818546,7158,174452
822845,7425,169884
826870,7850,165436
830440,8293,161424
833463,8744,157943
836283,9304,154551
838828,9880,151428
841001,10506,148634
842747,11207,146185
843810,12133,144193
844586,13208,142329
844792,14375,140966
844299,15640,140198
843346,17109,139663
841862,18493,139767
839560,20272,140297
836560,22268,141309
832837,24304,142996
828349,26197,145596
823021,28447,148679
816864,31054,152238
809920,33868,156368
801712,36896,161571
792914,39671,167593
783426,42862,173886
773362,45718,181093
762349,48640,189186
751081,51037,198067
739506,53548,207139
727436,56164,216602
715202,58402,226588
703086,59950,237159
691422,61458,247309
679817,62385,258013
669078,62758,268390
659055,62585,278576
649800,62101,288303
641480,61256,297475
634295,59834,306066
628088,58159,313949
623121,55968,321094
619407,54017,326758
616403,51886,331895
614569,49789,335832
613815,47634,338747
613830,45355,341011
614613,43412,342175
616053,41109,343041
618447,38617,343134
621260,36496,342427
624623,34286,341270
628576,32313,339289
632787,30793,336611
637602,29292,333303
642728,27858,329607
648063,26450,325692
653363,25371,321457
658749,24406,317041
664137,23472,312594
669755,22719,307742
675222,21976,303025
680460,21407,298349
685833,20868,293509
691117,20584,288504
696123,19955,284135
701519,19353,279342
706571,18949,274695
711726,18707,269778
716387,18543,265298
721170,18193,260865
725652,18191,256376
729759,18157,252300
733792,18357,248076
737428,18436,244357
740979,18654,240585
744138,18857,237246
747239,18956,234028
749884,19157,231166
752416,19539,228247
754783,19696,225712
756713,20126,223370
758556,20425,221220
759957,21036,219204
761276,21485,217455
762330,22094,215797
762671,22879,214664
762890,23439,213884
762770,24188,213263
762549,24885,212797
762010,25835,212383
761078,26700,212429
759867,27286,213048
758432,28160,213607
756708,28983,214519
754785,29812,215629
752751,30687,216797
750488,31578,218160
748099,32320,219807
745358,33027,221859
742508,33836,223910
739333,34683,226229
736211,35559,228475
732508,36324,231402
729285,36865,234088
725640,37584,236995
722050,38431,239719
718477,38761,242949
715044,38989,246167
711878,39092,249235
708832,39119,252247
705961,38946,255280
703101,39040,258037
700303,39207,260660
697634,39112,263416
695211,38735,266211
693301,38512,268341
691581,38551,270027
690130,37983,272034
689102,37362,273711
688107,36939,275141
687356,36360,276493
686700,35927,277574
686510,35394,278274
686415,34573,279198
686721,33859,279604
687212,33061,279928
687888,32479,279845
688857,31947,279415
690057,31276,278890
691332,30619,278262
692887,30051,277270
694458,29768,275970
696035,29477,274685
697380,29362,273471
699103,28983,272125
701035,28584,270587
702835,27962,269407
704479,27781,267923
706229,27623,266342
707992,26938,265247
710039,26721,263430
